T18Eval-00025	H99990295
T18Eval-00025	N23813052
T18Eval-00026	E99990534
T18Eval-00026	E99990199
T18Eval-00026	F99990220
T18Eval-00026	F99990269
T18Eval-00026	F99990630
T18Eval-00027	E99990203
T18Eval-00027	B99990409
T18Eval-00027	G99990375
T18Eval-00027	A99990186
T18Eval-00027	E99990849
T18Eval-00028	E99990053
T18Eval-00028	E99990351
T18Eval-00028	F99991010
T18Eval-00028	F99990064
T18Eval-00028	G99990908
T18Eval-00029	A99990993
T18Eval-00029	E99990844
T18Eval-00029	A99990693
T18Eval-00029	L99990317
T18Eval-00029	A99990650
T18Eval-00030	E99990585
T18Eval-00030	N23812841
T18Eval-00030	G99990550
T18Eval-00030	G99990273
T18Eval-00030	G99990148
T18Eval-00031	E99990597
T18Eval-00031	G99990908
T18Eval-00031	E99990662
T18Eval-00031	E99990341
T18Eval-00031	J99990968
T18Eval-00032	G99990908
T18Eval-00032	B99990856
T18Eval-00032	E99990340
T18Eval-00032	G99990413
T18Eval-00032	M99990586
T18Eval-00033	F99990309
T18Eval-00033	F99990318
T18Eval-00033	F99990876
T18Eval-00033	F99990985
T18Eval-00033	F99991010
T18Eval-00034	E99990534
T18Eval-00034	F99990985
T18Eval-00034	E99990199
T18Eval-00034	F99990269
T18Eval-00034	F99990220
T18Eval-00035	F99990440
T18Eval-00035	F99990147
T18Eval-00035	F99990528
T18Eval-00035	F99990545
T18Eval-00035	F99990536
T18Eval-00036	F99990092
T18Eval-00036	F99990596
T18Eval-00036	F99991010
T18Eval-00036	A99990788
T18Eval-00036	E99990728
T18Eval-00037	A99990733
T18Eval-00037	H99990822
T18Eval-00037	G99990012
T18Eval-00037	N23813040
T18Eval-00037	A99990321
T18Eval-00038	E99990534
T18Eval-00038	F99990871
T18Eval-00038	F99990269
T18Eval-00038	E99990199
T18Eval-00038	F99990220
T18Eval-00039	E99990351
T18Eval-00039	J99990330
T18Eval-00039	E99990053
T18Eval-00039	F99991010
T18Eval-00039	E99990276
T18Eval-00040	G99990081
T18Eval-00040	E99991017
T18Eval-00040	A99990977
T18Eval-00040	B99990858
T18Eval-00040	A99990826
T18Eval-00041	E99990534
T18Eval-00041	B99990954
T18Eval-00041	E99990712
T18Eval-00041	E99990780
T18Eval-00041	A99990469
T18Eval-00042	G99990908
T18Eval-00042	E99990380
T18Eval-00042	B99990856
T18Eval-00042	M99990889
T18Eval-00042	E99990534
T18Eval-00043	F99991010
T18Eval-00043	G99990908
T18Eval-00043	F99990136
T18Eval-00043	N23812833
T18Eval-00043	M99990517
T18Eval-00044	F99990414
T18Eval-00044	F99990985
T18Eval-00044	F99990269
T18Eval-00044	E99990199
T18Eval-00044	F99990220
T18Eval-00045	M99990541
T18Eval-00045	E99990477
T18Eval-00045	E99990534
T18Eval-00045	N23812833
T18Eval-00045	M99990517
